Messstelle ID;Messstelle Name;Probenahme Ort;Probenahme Art;NAQUA Probenahme Datum;NAQUA Probenahme Uhrzeit;NAWA Probenahme Beginn (Datum und Uhrzeit);NAWA Probenahme Ende (Datum und Uhrzeit);NAWA Probenahme Dauer (Stunden);Labor;Erhebung Feld/Labor;Parameter;Messwert;Bestimmungsgrenze;Nachweisgrenze;Einheit;Messunsicherheit absolut/relativ;Messunsicherheit;Ger‰t/Methode;Bemerkung Messwert;Status;Parameterqualit√§t (0..254);Messprogramm
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;01.07.2024 11:20;08.07.2024 14:20;168;;---;2-4-D;<0.0100;0.01;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;08.07.2024 14:20;15.07.2024 11:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;15.07.2024 11:25;22.07.2024 13:45;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;22.07.2024 13:45;29.07.2024 14:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;29.07.2024 14:50;05.08.2024 14:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;05.08.2024 14:35;12.08.2024 15:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;12.08.2024 15:50;19.08.2024 14:30;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;19.08.2024 14:30;26.08.2024 15:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;26.08.2024 15:35;02.09.2024 16:15;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;02.09.2024 16:15;09.09.2024 14:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;09.09.2024 14:25;16.09.2024 11:20;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;16.09.2024 11:20;23.09.2024 15:05;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;23.09.2024 15:05;30.09.2024 14:20;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;30.09.2024 14:20;07.10.2024 16:50;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;07.10.2024 16:50;14.10.2024 15:05;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;14.10.2024 15:05;21.10.2024 14:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;21.10.2024 14:25;28.10.2024 11:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;28.10.2024 11:25;04.11.2024 11:45;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;04.11.2024 11:45;11.11.2024 11:10;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;11.11.2024 11:10;18.11.2024 16:58;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;18.11.2024 16:58;25.11.2024 11:25;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;25.11.2024 11:25;02.12.2024 11:35;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;02.12.2024 11:35;09.12.2024 12:00;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;09.12.2024 12:00;16.12.2024 16:00;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;16.12.2024 16:00;23.12.2024 15:00;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903031;BAFU_Export B;---;Sammelprobe abflussproportional;;;23.12.2024 15:00;30.12.2024 14:40;168;;---;2-4-D;<0.00500;0.005;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;19.12.2023 09:30;02.01.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;02.01.2024 09:30;16.01.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;16.01.2024 09:30;30.01.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;30.01.2024 09:30;13.02.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;13.02.2024 09:30;27.02.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;27.02.2024 09:30;12.03.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;12.03.2024 09:30;26.03.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;26.03.2024 09:30;09.04.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;09.04.2024 09:30;23.04.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;23.04.2024 09:30;07.05.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;07.05.2024 09:30;21.05.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;21.05.2024 09:30;04.06.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;04.06.2024 09:30;18.06.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;18.06.2024 09:30;02.07.2024 09:30;336;;---;2-4-D;0.007;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;02.07.2024 09:30;16.07.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;16.07.2024 09:30;30.07.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;30.07.2024 09:30;13.08.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;13.08.2024 09:30;27.08.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;27.08.2024 09:30;10.09.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;10.09.2024 09:30;24.09.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;24.09.2024 09:30;08.10.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;08.10.2024 09:30;22.10.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;22.10.2024 09:30;05.11.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;05.11.2024 09:30;19.11.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;25;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903032;BAFU_Export C;---;Sammelprobe zeitproportional;;;03.12.2024 09:30;17.12.2024 09:30;336;;---;2-4-D;0;0.02;0.007;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;20.12.2023;02.01.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;---;;Freigegeben, validierte Daten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;03.01.2024;16.01.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;17.01.2024;30.01.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;31.01.2024;13.02.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;14.02.2024;27.02.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;28.02.2024;12.03.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;13.03.2024;26.03.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;27.03.2024;09.04.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;10.04.2024;23.04.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;24.04.2024;07.05.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;08.05.2024;21.05.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;22.05.2024;04.06.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;05.06.2024;18.06.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;19.06.2024;02.07.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;03.07.2024;16.07.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;17.07.2024;30.07.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;31.07.2024;13.08.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;14.08.2024;27.08.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;28.08.2024;10.09.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;11.09.2024;24.09.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;25.09.2024;08.10.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;09.10.2024;22.10.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;23.10.2024;05.11.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;06.11.2024;19.11.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;20.11.2024;03.12.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;04.12.2024;17.12.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
903033;BAFU_Export D;---;Sammelprobe zeitproportional;;;18.12.2024;31.12.2024 23:59;336;;---;2-4-D;<0.0200;0.02;;µg/l;;20;LC-MS/MS;;Nicht freigegeben, Rohdaten;;NAWA Trend
